idx,dist_to_deck_m,velocity_mm_yr,sigma_v,height_dh_m,sigma_dh,thermal_mm_per_C,sigma_thermal,temporal_coherence,asi,is_ps
313,437.0,0.398,1.344,-46.35,25.18,-0.4518,0.2917,0.0914,,0
314,412.7,0.86,1.228,0.09,23.0,-0.1885,0.2665,0.1752,,0
315,443.2,0.447,0.533,9.82,9.99,0.2898,0.1157,0.6611,,1
316,55.4,-0.612,1.103,-15.6,20.66,-0.6809,0.2394,0.0654,,0
317,46.4,-0.565,1.344,-15.11,25.17,-1.0003,0.2917,0.1482,,0
318,32.7,-0.477,1.154,-48.99,21.61,-0.6487,0.2504,0.1234,,0
319,158.5,0.929,0.47,22.52,8.8,0.5702,0.1019,0.3204,,0
320,352.5,0.69,0.244,36.95,4.57,0.5764,0.053,0.7282,,1
321,56.2,0.498,1.32,-62.3,24.72,-0.5465,0.2864,0.1023,,0
322,244.6,0.325,0.579,65.57,10.85,0.4725,0.1257,0.4791,,1
323,47.4,-0.428,1.106,-13.4,20.72,-0.6559,0.24,0.0665,,0
324,361.8,0.978,0.184,30.91,3.44,0.3783,0.0398,0.8352,,1
325,3.7,0.943,1.368,-60.4,25.61,-0.5934,0.2967,0.1526,,0
326,526.6,-0.628,0.858,30.27,16.07,-0.1645,0.1862,0.144,,0
327,469.4,0.789,0.599,-13.43,11.23,0.2619,0.1301,0.5286,,1
328,673.3,-1.589,1.388,3.28,26.0,-0.2942,0.3012,0.1495,,0
